Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,qcut_feat_1,class
16.23,78.6,4.916,0.018,0.122,22201.51899,32657.896039180327,0
16.26,78.4,4.914,0.077,0.093,22195.44304,35902.79787870968,0
16.09,79.8,4.916,0.055,0.093,21982.78481,35789.04287451613,0
16.14,79.4,4.914,0.033,0.108,22092.1519,33958.04078888889,0
16.26,77.9,4.912,0.026,0.122,22237.97468,32620.384516065576,0
15.97,78.5,4.914,0.059,0.104,22128.60759,34182.88643615384,0
16.07,77.6,4.914,0.048,0.156,22183.29114,30177.086011794872,0
16.25,76.8,4.911,0.018,0.074,22213.67089,39078.53575486487,0
16.23,76.8,4.915,0.055,0.093,22225.82278,35628.66148967742,0
16.19,76.9,4.913,0.073,0.111,22608.60759,33824.92290531532,0
16.08,76.9,4.914,0.048,0.108,22778.73418,34228.289735555554,0
16.22,76.3,4.912,0.037,0.119,22894.17722,33294.05957294117,0
16.09,76.3,4.914,0.048,0.074,24255.18987,40845.28446459459,0
15.93,77.6,4.916,0.04,0.167,24473.92405,31876.127642814372,0
16.2,76.7,4.911,0.055,0.104,24893.16456,36840.664560000005,0
16.25,72.9,4.911,0.033,0.1,25111.89873,36958.14873,0
16.17,72.6,4.911,0.018,0.122,24996.4557,34618.93110983606,0
16.26,72.6,4.912,0.037,0.108,24716.96203,35647.29536333333,0
16.2,73.1,4.912,0.033,0.111,23890.63291,34559.28155864865,0
16.13,73.7,4.917,0.051,0.126,23027.8481,32462.61794126984,0
15.99,76.5,4.914,0.026,0.156,22432.40506,30273.65506,0
15.46,80.2,4.917,0.077,0.096,22043.5443,34959.085966666666,0
14.89,82.8,4.922,0.091,0.096,22067.8481,34910.4731,0
14.53,82.6,4.923,0.081,0.111,22225.82278,33038.23719441441,0
14.54,80.8,4.924,0.077,0.126,22620.75949,31944.82298206349,0
14.78,79.8,4.922,0.242,0.252,23246.58228,27926.91561333333,0
14.8,76.1,4.918,1.058,1.15,23993.92405,24973.29796304348,0
14.74,73.1,4.916,4.713,4.639,24893.16456,25125.433152369045,0
14.67,71.4,4.917,15.03,15.14,25221.26582,25290.449307450464,0
14.73,71.6,4.911,39.94,39.89,25986.83544,26013.274848373025,0
15.07,67.62,4.912,50.73,49.19,26521.51899,26542.23526159992,0
15.39,60.78,4.917,120.1,120.4,27530.12658,27537.895717873755,0
15.61,58.21,4.917,212.5,214.8,28429.36709,28433.597341862198,0
15.87,57.68,4.92,235.1,234.9,28927.59494,28931.491839106002,0
15.66,61.55,4.922,340.7,348.1,29273.92405,29276.69300432347,0
15.43,64.15,4.917,371.0,375.3,29753.92405,29756.561498707702,0
15.18,66.36,4.916,330.5,327.8,30124.55696,30127.630006979867,0
14.99,69.46,4.914,214.0,206.9,30798.98734,30804.019748893184,0
15.03,69.53,4.912,120.9,115.0,31473.41772,31482.504988695655,0
15.19,70.1,4.908,126.4,120.5,32038.48101,32047.31768219917,0
15.38,69.16,4.91,71.9,70.6,32324.05063,32339.116930283286,0
15.47,68.49,4.914,89.3,89.4,32779.74684,32791.598521208056,0
15.38,69.19,4.914,71.9,69.99,33399.49367,33414.69787345764,0
15.41,67.99,4.913,128.5,126.7,33429.87342,33438.14276411997,0
15.63,66.29,4.915,148.1,146.0,33624.3038,33631.40046232877,0
15.91,66.09,4.916,167.7,164.0,33867.34177,33873.75330597561,0
15.87,66.09,4.914,123.7,120.9,34705.82278,34714.49811746898,0
15.95,66.86,4.914,80.0,77.3,35058.22785,35072.02367147477,0
15.96,68.32,4.914,83.9,82.2,34857.72152,34870.98657109489,0
15.85,72.4,4.91,92.1,93.3,34724.05063,34736.35009409432,0
15.6,73.4,4.91,181.0,176.0,35137.21519,35143.721099090915,0
15.82,72.0,4.911,119.2,117.7,34869.87342,34879.55090513169,0
16.0,71.9,4.909,174.5,166.9,35070.37975,35077.27250014979,0
16.05,72.1,4.909,118.1,117.4,35112.91139,35122.76833207837,0
16.09,72.8,4.914,141.4,142.6,34863.79747,34872.01171964937,0
16.13,72.6,4.91,103.2,104.6,34675.44304,34686.638431969404,0
16.04,74.8,4.914,110.2,111.1,35179.74684,35190.54604792079,0
15.62,81.0,4.919,94.4,95.5,35155.44304,35168.691416963346,0
15.2,82.0,4.921,78.7,79.5,35003.5443,35019.222287421384,0
15.48,81.1,4.924,97.7,97.6,34815.18987,34828.052861803284,0
15.81,77.5,4.921,82.8,84.2,34638.98734,34653.53929961995,0
15.54,80.3,4.918,74.6,76.0,34353.41772,34369.836956842104,0
14.63,82.3,4.928,122.6,125.6,34231.89873,34241.48510738854,0
14.77,81.8,4.924,104.5,106.3,34080.0,34091.365813734716,0
15.05,77.3,4.923,133.1,135.1,33830.88608,33839.497219896366,0
15.46,74.6,4.92,116.0,118.3,33636.4557,33646.20477861369,0
15.59,71.5,4.921,131.8,135.2,33612.1519,33620.39661153846,0
15.31,70.7,4.919,136.6,139.2,34213.67089,34221.446874195404,0
15.62,68.72,4.919,130.8,133.8,33952.40506,33960.42752935725,0
15.75,68.36,4.916,115.5,118.4,33168.60759,33177.70108662162,0
15.81,68.36,4.916,116.8,119.4,32743.29114,32752.34282844221,0
15.87,67.59,4.917,97.7,99.2,32652.1519,32662.964937298388,0
15.98,65.35,4.916,87.6,89.8,32731.13924,32742.768337995545,0
15.78,60.11,4.922,69.0,71.7,32652.1519,32665.381130125523,0
15.62,60.85,4.919,57.98,60.51,32688.60759,32704.31535731119,0
15.56,62.85,4.919,58.01,60.92,32579.24051,32595.29346469468,0
15.54,63.42,4.92,117.5,124.1,32390.88608,32398.827633585817,0
15.73,65.15,4.918,209.7,230.1,32311.89873,32316.352487062148,0
15.73,65.09,4.917,141.2,146.2,32354.43038,32361.43356536252,0
15.55,63.08,4.921,143.8,154.1,32433.41772,32439.783028241403,0
15.5,62.22,4.916,90.1,94.2,32931.64557,32941.883468089174,1
15.35,61.18,4.916,52.21,54.52,33672.91139,33690.13650005136,1
15.42,57.38,4.919,80.7,87.9,34973.16456,34983.230539522185,1
15.6,57.44,4.916,137.2,155.5,36279.49367,36285.25613945338,1
15.47,58.51,4.919,81.9,89.6,38485.06329,38495.1654071875,1
15.19,59.85,4.92,38.57,40.6,41097.72152,41120.11367517241,1
15.11,60.78,4.915,22.81,24.18,42610.63291,42648.61412588089,1
15.14,60.68,4.919,11.91,12.34,43291.13924,43365.587797536464,1
15.09,61.05,4.916,5.036,5.122,43357.97468,43537.83498847325,1
15.08,61.35,4.92,2.719,2.726,43534.17722,43873.560198723404,1
15.04,61.68,4.919,1.383,1.383,43254.68354,43925.44796516269,1
14.89,61.92,4.917,0.373,0.486,43285.06329,45182.15958629629,1
14.83,61.42,4.923,0.055,0.13,42993.41772,50000.022335384616,1
14.74,61.18,4.918,0.059,0.134,42963.03797,49692.83796999999,1
14.66,60.31,4.918,0.059,0.115,42786.83544,50475.04935304348,1
14.65,58.98,4.921,0.044,0.115,42458.73418,49972.27331043478,1
14.62,58.21,4.923,0.055,0.119,42574.17722,49725.69150571428,1
14.63,58.31,4.917,0.073,0.119,42349.36709,49518.06709,1
14.64,57.74,4.921,0.088,0.108,43175.6962,51002.67397777778,1
14.67,59.55,4.923,0.044,0.137,43430.88608,49807.51746686131,1
14.66,60.45,4.92,0.037,0.115,43297.21519,51003.27605956522,1
14.69,61.55,4.924,0.07,0.085,43133.16456,53770.45279529411,1
14.62,63.12,4.919,0.044,0.122,42756.4557,50320.50815901639,1
13.8,66.52,4.918,0.077,0.104,42373.67089,51200.363197692306,1
12.71,69.46,4.922,0.033,0.119,41966.58228,49385.37723798319,1
12.46,69.96,4.923,0.059,0.111,41820.75949,49673.92705756756,1
12.55,69.59,4.923,0.037,0.152,41401.51899,47147.272279473684,1
12.44,70.3,4.926,0.081,0.122,41030.88608,48199.18116196721,1
12.2,71.9,4.921,0.062,0.1,40769.62025,49541.420249999996,1
11.83,74.4,4.917,0.073,0.134,39864.3038,46432.60230746269,1
11.69,75.2,4.919,0.04,0.13,38880.0,45642.21538461538,1
11.72,74.8,4.923,0.081,0.108,38278.48101,46395.666195185186,1
11.77,74.2,4.92,0.07,0.115,37883.5443,45477.752995652176,1
11.94,71.7,4.923,0.073,0.111,37190.88608,44903.48067459459,1
12.03,71.4,4.92,0.066,0.093,36218.73418,45454.66966387097,1
12.05,70.5,4.916,0.062,0.156,35228.35443,40674.02750692308,1
11.98,71.0,4.921,0.055,0.119,34426.32911,41574.06020243697,1
11.67,72.3,4.923,0.073,0.1,33685.06329,42122.473289999994,1
11.56,72.4,4.917,0.073,0.104,32688.60759,40736.14605153846,1
11.46,71.8,4.922,0.07,0.126,31837.97468,38368.35563238095,1
11.47,69.63,4.921,0.048,0.152,31084.55696,36338.873407368425,1
11.57,66.26,4.915,0.059,0.119,29892.20339,36334.45717151261,1
11.48,66.76,4.922,0.055,0.082,29086.77966,38433.17966,1
11.43,67.62,4.923,0.029,0.126,28244.74576,34378.845760000004,1
11.42,67.89,4.923,0.029,0.13,27793.22034,33757.095724615385,1
11.3,68.02,4.921,0.062,0.089,27286.77966,35923.02685101124,0
11.38,68.12,4.92,0.07,0.078,26731.52542,36670.05875333334,0
11.4,67.89,4.917,0.077,0.111,26469.15254,33441.63902648649,0
11.61,66.72,4.915,0.04,0.13,25877.28814,31835.89737076923,0
11.68,63.38,4.923,0.048,0.122,25419.66102,31487.516757704918,0
11.52,63.99,4.92,0.055,0.104,25059.66102,32147.784096923075,0
11.46,63.89,4.92,0.07,0.111,24620.33898,31216.549790810812,0
11.37,63.22,4.922,0.062,0.119,24284.74576,30325.17769277311,0
11.32,63.15,4.916,0.048,0.126,24016.27119,29689.74738047619,0
11.23,62.45,4.917,0.059,0.193,23528.13559,27161.884294663214,0
11.09,62.48,4.924,0.07,0.115,23296.27119,29321.516407391304,0
11.13,61.52,4.922,0.088,0.111,23113.22034,29281.84736702703,0
11.17,61.62,4.922,0.095,0.145,23107.11864,27853.983467586208,0
10.77,63.72,4.922,0.062,0.104,23046.10169,29644.797843846154,0
10.86,63.22,4.917,0.07,0.104,22704.40678,29306.033703076922,0
11.01,61.21,4.92,0.062,0.1,22631.18644,29370.407440000003,0
10.94,61.32,4.922,0.073,0.126,22332.20339,27656.336723333334,0
10.8,61.82,4.92,0.088,0.1,22222.37288,28898.93288,0
10.69,62.08,4.92,0.062,0.111,22143.05085,28121.746345495492,0
10.59,62.18,4.923,0.037,0.174,22124.74576,25909.149208275863,0
10.61,62.05,4.92,0.029,0.134,22179.66102,27092.72445283582,0
10.56,62.62,4.923,0.04,0.148,22149.15254,26617.17416162162,0
10.56,62.68,4.922,0.066,0.082,22179.66102,30251.621995609756,0
10.67,60.45,4.923,0.059,0.108,22246.77966,28219.015771111113,0
10.64,59.35,4.921,0.066,0.141,22185.76271,26664.372639078014,0
10.64,61.25,4.921,0.077,0.1,22338.30508,28855.30508,0
10.53,61.88,4.922,0.062,0.085,22454.23729,30120.07729,0
10.56,61.95,4.925,0.033,0.13,22387.11864,27419.364793846154,0
10.58,61.32,4.921,0.044,0.134,22356.61017,27198.144498358208,0
10.56,61.01,4.921,0.07,0.119,22643.38983,28057.386468655463,0
10.44,61.18,4.923,0.059,0.119,23040.0,28407.38823529412,0
10.37,60.85,4.918,0.055,0.134,24181.01695,28890.080382835822,0
10.19,61.62,4.921,0.048,0.178,24534.91525,28062.48716011236,0
10.11,62.22,4.924,0.095,0.111,24663.05085,30330.115714864864,0
10.26,61.45,4.921,0.066,0.167,24541.01695,28316.32832724551,0
10.2,60.42,4.924,0.062,0.093,24235.9322,30862.641877419355,0
10.15,60.58,4.922,0.102,0.093,23772.20339,30383.89156204301,0
10.19,60.22,4.923,0.084,0.078,23131.52542,30998.727984102567,0
10.16,60.38,4.922,0.073,0.108,22228.47458,27908.66717259259,0
10.14,60.42,4.924,0.081,0.111,20855.59322,26375.04186864865,0
10.09,60.62,4.918,0.055,0.163,20513.89831,24266.38788055215,0
10.02,61.12,4.92,0.088,0.096,20648.13559,27027.53559,0
9.81,63.06,4.92,0.062,0.141,20867.79661,25255.16256744681,0
9.63,63.4,4.915,0.099,0.182,21203.38983,24558.016203626375,0
9.77,62.73,4.92,0.721,0.723,21978.30508,22825.984333112032,0
9.8,62.42,4.919,2.734,2.722,22808.13559,23032.865935334314,0
9.89,62.36,4.917,8.27,8.11,23442.71186,23518.758765055485,0
9.86,62.83,4.92,20.2,19.46,23997.9661,24029.800827646457,0
9.64,65.77,4.92,52.75,51.53,24791.18644,24803.490394977685,0
9.07,67.71,4.921,78.7,77.8,25334.23729,25342.130987943445,0
9.39,67.74,4.92,135.0,136.1,25724.74576,25729.419372049964,0
9.71,65.44,4.916,163.6,166.9,26054.23729,26058.044494313963,0
9.76,65.21,4.919,146.6,149.3,27543.05085,27547.313740823844,0
9.98,64.97,4.917,152.1,153.6,27567.45763,27571.678988072916,0
10.36,62.87,4.916,230.4,234.2,27012.20339,27014.98448820666,0
10.57,61.43,4.915,267.8,273.7,27451.52542,27453.897780613814,0
10.63,61.27,4.921,339.4,349.9,28378.98305,28380.844439254073,0
10.79,60.2,4.916,354.8,367.8,29160.0,29161.76606307776,0
10.79,60.03,4.922,372.4,387.0,29977.62712,29979.300824651164,0
11.03,60.37,4.917,418.7,437.4,30929.49153,30931.013891911294,0
11.06,59.3,4.919,478.3,500.2,31917.9661,31919.27729152339,0
11.18,60.6,4.921,530.1,557.9,32381.69492,32382.90930967557,0
11.26,59.43,4.92,499.0,526.3,32601.35593,32602.627413564507,0
11.29,60.33,4.919,543.1,572.6,32930.84746,32932.036991435554,0
11.28,59.93,4.921,562.7,596.5,33345.76271,33346.89600488684,0
11.39,59.23,4.918,618.9,659.1,33583.72881,33584.75237197846,0
11.6,57.96,4.923,626.3,668.4,33949.83051,33950.836398689404,0
11.59,57.4,4.919,542.1,578.7,34395.25424,34396.40382700536,0
11.48,54.92,4.918,554.8,592.8,34523.38983,34524.45339545209,0
11.69,54.66,4.919,567.5,608.6,34517.28814,34518.3380502859,0
12.0,53.16,4.915,571.7,614.7,34541.69492,34542.73269452416,0
12.04,50.25,4.917,571.5,615.8,34840.67797,34841.660448077295,0
12.05,49.58,4.924,574.5,619.3,35298.30508,35299.26978046827,0
12.3,49.68,4.922,581.9,625.7,35188.47458,35189.451188598374,0
12.39,47.18,4.92,581.4,623.5,34865.08475,34866.02229643144,0
12.41,46.24,4.923,582.6,619.1,34810.16949,34811.09638129381,0
12.51,46.68,4.922,583.0,619.7,34743.05085,34743.993187905435,0
12.72,45.58,4.922,584.4,614.2,34560.0,34560.94395571475,0
12.9,44.44,4.922,582.3,616.7,34755.25424,34756.18382650884,0
12.9,41.04,4.924,578.7,612.5,34712.54237,34713.40672265306,0
13.06,41.2,4.922,576.7,616.6,34541.69492,34542.56756352903,0
13.13,40.27,4.923,572.2,615.9,34596.61017,34597.468661800616,0
13.29,40.1,4.922,565.0,614.2,34370.84746,34371.715139908825,0
13.39,39.37,4.923,555.8,609.4,34248.81356,34249.67861464391,0
13.37,37.4,4.921,543.4,601.0,34236.61017,34237.44217998336,0
13.51,38.73,4.926,530.1,589.5,34151.18644,34152.07404356234,0
13.71,40.13,4.917,514.9,576.5,34035.25424,34036.208589176065,0
13.61,37.56,4.921,498.7,562.3,33815.59322,33816.50232830518,0
13.74,36.83,4.919,483.1,547.2,33925.42373,33926.34851837719,0
13.85,37.66,4.92,466.0,530.6,33656.94915,33657.93217110818,0
13.86,36.73,4.92,442.9,505.8,33406.77966,33407.786140427044,0
14.02,35.99,4.923,422.7,484.2,33492.20339,33493.24547963239,0
14.03,34.92,4.92,399.6,460.0,33235.9322,33236.997260000004,0
13.99,36.29,4.919,376.1,434.8,33406.77966,33407.94731662374,0
13.83,35.83,4.924,351.0,408.2,33120.0,33121.21393655071,0
13.82,36.69,4.922,325.7,380.8,32912.54237,32913.87392409664,0
13.79,37.73,4.921,296.4,348.5,32784.40678,32785.89974040172,0
13.62,38.43,4.923,268.8,319.0,33028.47458,33030.115384388715,0
13.61,38.09,4.922,239.6,285.7,33107.79661,33109.61111787539,0
13.56,39.36,4.92,211.5,253.8,33077.28814,33079.391061985814,0
13.45,41.3,4.915,182.6,221.4,33522.71186,33525.220825672994,0
13.43,43.0,4.918,155.6,191.3,34309.83051,34312.8492763356,1
13.18,44.64,4.914,129.2,160.9,35255.59322,35259.24987133624,1
13.07,45.14,4.915,105.9,133.2,37775.59322,37780.02249777778,1
12.82,46.61,4.923,82.6,105.3,40612.88136,40618.55600577398,1
12.57,49.44,4.922,60.11,77.4,42620.33898,42628.368189302324,1
12.26,51.88,4.922,38.47,49.66,43480.67797,43493.486040881995,1
11.95,53.15,4.921,12.9,14.25,43865.08475,43909.656153508775,1
11.78,54.95,4.917,6.313,6.464,43663.72881,43763.86974440594,1
11.58,55.28,4.918,2.712,2.767,43913.89831,44145.247207723165,1
11.42,56.92,4.916,0.692,0.656,43718.64407,44709.53797243903,1
11.16,58.02,4.92,0.099,0.159,43498.98305,47571.33021981132,1
11.09,57.79,4.918,0.059,0.145,43639.32203,48059.260650689655,1
11.01,57.79,4.918,0.095,0.1,43456.27119,49818.950189999996,1
10.94,57.15,4.92,0.066,0.096,43242.71186,49755.43061,1
10.76,56.99,4.917,0.11,0.082,43187.79661,50665.996609999995,1
10.6,57.26,4.913,0.051,0.141,42846.10169,47150.75417226951,1
10.57,55.18,4.914,0.044,0.13,43053.55932,47540.11778153846,1
10.38,57.72,4.917,0.062,0.1,43297.62712,49288.96312,1
10.09,57.78,4.916,0.066,0.089,42833.89831,49384.46235494382,1
9.92,56.31,4.918,0.044,0.096,42962.0339,48780.7339,1
9.86,56.58,4.914,0.059,0.093,42937.62712,48936.32389419354,1
10.11,53.32,4.913,0.051,0.104,42669.15254,47852.47177076923,1
10.18,54.75,4.919,0.062,0.111,42461.69492,47482.91113621622,1
10.33,56.06,4.921,0.037,0.126,42046.77966,46642.80981873016,1
10.79,55.16,4.921,0.088,0.108,41650.16949,47161.062082592594,1
10.41,57.29,4.921,0.033,0.156,41107.11864,44930.12440923077,1
9.98,58.26,4.921,0.051,0.089,40588.47458,47121.44986089888,1
9.8,58.79,4.914,0.044,0.122,40008.81356,44731.28896983607,1
9.86,58.49,4.92,0.051,0.096,39386.44068,45393.851096666665,1
9.92,58.76,4.92,0.059,0.122,38806.77966,43584.64195508197,1
10.0,58.96,4.915,0.066,0.126,38587.11864,43266.48371936508,1
10.01,59.46,4.919,0.073,0.108,37983.05085,43494.11196111111,1
9.99,59.49,4.917,0.055,0.122,37031.18644,41902.539718688524,1
9.88,59.66,4.917,0.033,0.145,35920.67797,39985.78693551724,1
9.73,59.96,4.916,0.051,0.119,35194.57627,40097.18803470588,1
9.32,61.92,4.919,0.07,0.115,34529.49153,39547.703703913045,1
8.74,63.3,4.917,0.066,0.148,33370.16949,37108.29111162162,1
8.57,63.7,4.921,0.04,0.145,32674.57627,36439.465925172415,1
8.52,64.1,4.923,0.037,0.13,31838.64407,36039.65945461538,1
8.64,64.53,4.916,0.066,0.093,30868.47458,36863.51974129032,1
8.42,64.9,4.917,0.077,0.082,29800.67797,36464.79992121951,1
8.47,64.9,4.915,0.048,0.108,29050.16949,34140.01208259259,1
8.62,64.37,4.916,0.044,0.145,28372.88136,32199.566877241377,0
8.28,65.04,4.918,0.037,0.159,27726.10169,31113.09036924528,0
8.18,66.31,4.92,0.091,0.115,27225.76271,31942.42184043478,0
8.68,66.44,4.912,0.066,0.13,26798.64407,31234.79176230769,0
9.14,63.57,4.914,0.04,0.111,26188.47458,31422.9772827027,0
9.2,61.9,4.918,0.04,0.096,25877.28814,31809.371473333333,0
9.0,63.34,4.915,0.099,0.096,25462.37288,31400.49788,0
9.02,63.67,4.915,0.07,0.13,25029.15254,29446.87100153846,0
9.08,62.44,4.918,0.055,0.074,24565.42373,32226.980486756755,0
9.03,62.9,4.916,0.073,0.145,24242.0339,28159.18562413793,0
9.22,62.27,4.918,0.051,0.134,24126.10169,28410.64945119403,0
8.99,63.3,4.917,0.055,0.089,23961.35593,30355.36716595506,0
9.09,63.0,4.916,0.048,0.141,23528.13559,27589.624951702128,0
9.22,62.67,4.916,0.059,0.108,23369.49153,28719.65264111111,0
9.28,62.64,4.916,0.066,0.074,23198.64407,31054.03866459459,0
8.99,63.74,4.918,0.062,0.115,22966.77966,27949.584877391302,0
8.55,64.91,4.916,0.088,0.13,23155.9322,27425.012969230767,0
8.45,65.98,4.917,0.04,0.082,23162.0339,29961.192436585363,0
8.42,65.71,4.919,0.051,0.108,22991.18644,28114.1327362963,0
8.14,67.24,4.916,0.048,0.108,22930.16949,27998.073193703705,0
7.82,69.35,4.917,0.04,0.122,22802.0339,27247.255211475407,0
7.78,69.45,4.915,0.051,0.119,22826.44068,27366.95328504202,0
7.93,68.58,4.918,0.051,0.096,22753.22034,28418.21409,0
8.03,67.91,4.916,0.077,0.1,22673.89831,28127.07131,0
7.48,70.5,4.913,0.084,0.111,22826.44068,27577.25149081081,0
6.956,72.5,4.916,0.048,0.148,22362.71186,25770.21186,0
6.785,73.9,4.914,0.055,0.13,22320.0,26177.01153846154,0
6.815,74.7,4.916,0.029,0.141,22582.37288,26192.87288,0
7.23,74.3,4.917,0.07,0.111,22832.54237,27672.08291054054,0
7.28,72.6,4.917,0.037,0.1,22917.9661,28203.2461,0
6.876,75.0,4.915,0.051,0.134,23082.71186,26931.219322686567,0
6.746,75.7,4.912,0.081,0.104,23290.16949,28200.479105384617,0
6.731,76.5,4.913,0.084,0.126,24351.86441,28438.54298142857,0
6.804,77.2,4.92,0.048,0.13,24370.16949,28410.698720769233,0
7.05,77.1,4.915,0.066,0.078,24534.91525,31503.569096153842,0
7.13,76.1,4.912,0.073,0.096,24394.57627,30046.58668666667,0
7.15,75.6,4.912,0.055,0.126,24498.30508,28788.30508,0
7.22,75.4,4.916,0.048,0.096,24138.30508,29809.013413333334,0
7.29,74.9,4.911,0.048,0.145,23467.11864,27232.780708965518,0
7.13,75.2,4.916,0.073,0.074,22484.74576,29730.367381621625,0
7.07,76.5,4.914,0.059,0.119,22008.81356,26553.81356,0
7.32,76.4,4.911,0.055,0.104,21770.84746,27148.232075384618,0
7.81,75.4,4.911,0.059,0.108,21532.88136,26985.418397037036,0
8.11,73.0,4.914,0.088,0.104,21770.84746,27463.443613846153,0
8.16,72.4,4.912,0.077,0.126,21807.45763,26496.219534761905,0
8.24,72.6,4.914,0.49,0.501,22301.69492,23495.754800239523,0
8.36,72.1,4.911,1.124,1.168,23424.40678,23940.464999178083,0
8.18,73.4,4.915,4.063,3.976,24242.0339,24393.042954325952,0
8.02,74.6,4.915,21.07,20.73,25126.77966,25155.640827390256,0
8.02,75.1,4.911,37.44,36.63,25706.44068,25722.883541042862,0
8.11,75.4,4.912,48.88,48.67,25920.0,25932.564084651734,0
8.19,75.4,4.913,60.03,61.18,26780.33898,26790.432572677346,0
8.27,75.0,4.912,96.3,97.4,27591.86441,27598.232479815193,0
8.32,74.8,4.912,92.2,90.9,27939.66102,27946.507400638064,0
8.55,74.7,4.915,174.4,174.9,28659.66102,28663.312735265867,0
8.87,74.0,4.917,153.2,152.7,29098.98305,29103.28154377865,0
8.95,73.5,4.917,135.5,134.1,29629.83051,29634.73599098434,0
9.27,72.7,4.913,149.8,148.4,30459.66102,30464.202320539083,0
9.71,70.8,4.915,247.3,252.5,31393.22034,31395.942985544556,0
10.34,69.08,4.916,288.5,298.4,31704.40678,31706.80050386059,0
11.05,67.31,4.915,355.2,370.0,32088.81356,32090.823764054054,0
11.83,65.41,4.916,390.0,408.7,32424.40678,32426.300101017863,0
12.25,60.6,4.916,421.4,443.3,32857.62712,32859.301719593954,0
12.45,58.1,4.915,460.2,485.0,33290.84746,33292.33889298969,0
12.65,57.43,4.914,501.9,528.6,33736.27119,33737.645555304574,0
12.87,58.26,4.913,531.7,562.1,34077.9661,34079.30003737769,0
12.85,56.39,4.915,466.8,486.4,34541.69492,34543.18466403783,0
12.81,56.76,4.918,525.6,541.9,34791.86441,34793.206162352835,0
12.8,56.03,4.918,279.9,277.8,35011.52542,35014.10707586753,0
12.87,57.03,4.92,521.5,547.8,35243.38983,35244.729691445784,0
13.19,55.46,4.92,621.8,660.8,35438.64407,35439.75108785715,0
13.49,55.86,4.924,579.8,621.0,35310.50847,35311.72191830918,0
13.48,54.92,4.92,590.0,632.6,35505.76271,35506.932993907685,0
13.52,53.29,4.919,611.5,654.7,35640.0,35641.10047472124,0
13.57,52.85,4.921,606.5,650.3,35658.30508,35659.40791638321,0
13.51,51.29,4.917,661.3,707.0,35890.16949,35891.1495860396,0
13.3,52.45,4.917,638.6,682.8,35713.22034,35714.241993485644,0
13.65,52.25,4.92,651.6,696.8,35603.38983,35604.413384104475,0
13.56,51.32,4.922,475.8,490.4,35865.76271,35867.18175404568,0
13.36,51.75,4.919,580.3,613.5,35664.40678,35665.53372376528,0
13.38,51.65,4.922,274.3,275.0,35456.94915,35459.46215727273,0
13.78,52.85,4.918,702.0,765.0,35194.57627,35195.52826084967,0
14.21,49.75,4.919,546.7,595.4,34840.67797,34841.86531884111,0
